,host,detection_timestamp,source,SYSCALL,detection_details,threat_Score,certainity_Score
34,ta1-trace-2,2019-05-14T11:06:16.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
35,ta1-trace-2,2019-05-14T11:12:57.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
36,ta1-trace-2,2019-05-14T10:53:45.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
37,ta1-trace-2,2019-05-14T10:50:51.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
38,ta1-trace-2,2019-05-14T10:52:30.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
39,ta1-trace-2,2019-05-14T11:20:43.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
40,ta1-trace-2,2019-05-14T10:47:11.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
41,ta1-trace-2,2019-05-14T10:51:53.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
42,ta1-trace-2,2019-05-14T10:44:13.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
43,ta1-trace-2,2019-05-14T10:49:43.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
44,ta1-trace-2,2019-05-14T11:05:23.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
45,ta1-trace-2,2019-05-14T11:14:41.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
46,ta1-trace-2,2019-05-14T10:58:27.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
47,ta1-trace-2,2019-05-14T10:56:50.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
48,ta1-trace-2,2019-05-14T10:42:42.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
49,ta1-trace-2,2019-05-14T10:54:39.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
50,ta1-trace-2,2019-05-14T11:11:58.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
51,ta1-trace-2,2019-05-14T10:58:41.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
52,ta1-trace-2,2019-05-14T10:44:22.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
53,ta1-trace-2,2019-05-14T11:07:18.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
54,ta1-trace-2,2019-05-14T11:19:44.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
55,ta1-trace-2,2019-05-14T11:09:43.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
56,ta1-trace-2,2019-05-14T12:16:33.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
57,ta1-trace-2,2019-05-14T11:30:59.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
58,ta1-trace-2,2019-05-14T12:25:22.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
59,ta1-trace-2,2019-05-14T12:03:42.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
60,ta1-trace-2,2019-05-14T12:03:31.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
61,ta1-trace-2,2019-05-14T11:32:54.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
62,ta1-trace-2,2019-05-14T12:03:47.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
63,ta1-trace-2,2019-05-14T11:31:39.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
64,ta1-trace-2,2019-05-14T12:07:52.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
65,ta1-trace-2,2019-05-14T11:41:34.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
66,ta1-trace-2,2019-05-14T12:09:49.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
67,ta1-trace-2,2019-05-14T11:53:44.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
68,ta1-trace-2,2019-05-14T12:06:00.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
69,ta1-trace-2,2019-05-14T12:04:44.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
70,ta1-trace-2,2019-05-14T12:19:13.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
71,ta1-trace-2,2019-05-14T11:54:51.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
72,ta1-trace-2,2019-05-14T12:03:46.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
73,ta1-trace-2,2019-05-14T12:07:19.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
74,ta1-trace-2,2019-05-14T12:14:14.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
75,ta1-trace-2,2019-05-14T12:05:54.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
76,ta1-trace-2,2019-05-14T12:05:31.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
77,ta1-trace-2,2019-05-14T12:04:05.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
78,ta1-trace-2,2019-05-14T11:57:59.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
79,ta1-trace-2,2019-05-14T12:05:41.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
80,ta1-trace-2,2019-05-14T12:04:33.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
81,ta1-trace-2,2019-05-14T12:24:02.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
82,ta1-trace-2,2019-05-14T12:02:19.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
83,ta1-trace-2,2019-05-14T11:58:23.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
84,ta1-trace-2,2019-05-14T11:56:51.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
85,ta1-trace-2,2019-05-14T12:07:58.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
86,ta1-trace-2,2019-05-14T12:04:16.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
87,ta1-trace-2,2019-05-14T11:32:53.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
88,ta1-trace-2,2019-05-14T11:36:01.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
89,ta1-trace-2,2019-05-14T12:05:26.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
90,ta1-trace-2,2019-05-14T11:31:31.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
91,ta1-trace-2,2019-05-14T11:39:24.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
92,ta1-trace-2,2019-05-14T11:43:10.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
93,ta1-trace-2,2019-05-14T11:52:41.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
94,ta1-trace-2,2019-05-14T11:37:25.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
95,ta1-trace-2,2019-05-14T12:09:40.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
96,ta1-trace-2,2019-05-14T12:23:38.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
97,ta1-trace-2,2019-05-14T11:31:47.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
98,ta1-trace-2,2019-05-14T12:07:53.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
99,ta1-trace-2,2019-05-14T11:39:22.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
100,ta1-trace-2,2019-05-14T12:05:16.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
101,ta1-trace-2,2019-05-14T12:03:57.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
102,ta1-trace-2,2019-05-14T11:44:18.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
103,ta1-trace-2,2019-05-14T12:06:03.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
104,ta1-trace-2,2019-05-14T11:30:58.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
105,ta1-trace-2,2019-05-14T12:04:14.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
106,ta1-trace-2,2019-05-14T12:07:56.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
107,ta1-trace-2,2019-05-14T11:55:47.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
108,ta1-trace-2,2019-05-14T12:07:29.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
109,ta1-trace-2,2019-05-14T12:23:41.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
110,ta1-trace-2,2019-05-14T12:03:26.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
111,ta1-trace-2,2019-05-14T11:34:23.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
112,ta1-trace-2,2019-05-14T11:32:43.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
113,ta1-trace-2,2019-05-14T11:28:23.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
114,ta1-trace-2,2019-05-14T11:44:03.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
115,ta1-trace-2,2019-05-14T12:17:47.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
116,ta1-trace-2,2019-05-14T12:04:00.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
117,ta1-trace-2,2019-05-14T11:32:47.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
118,ta1-trace-2,2019-05-14T11:41:47.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
119,ta1-trace-2,2019-05-14T11:37:34.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
120,ta1-trace-2,2019-05-14T12:04:54.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
121,ta1-trace-2,2019-05-14T11:45:17.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
122,ta1-trace-2,2019-05-14T13:06:33.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
123,ta1-trace-2,2019-05-14T12:58:36.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
124,ta1-trace-2,2019-05-14T13:01:07.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
125,ta1-trace-2,2019-05-14T13:03:14.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
126,ta1-trace-2,2019-05-14T13:02:37.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
127,ta1-trace-2,2019-05-14T13:00:24.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
128,ta1-trace-2,2019-05-14T12:57:32.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
129,ta1-trace-2,2019-05-14T12:48:30.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
130,ta1-trace-2,2019-05-14T13:01:59.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
131,ta1-trace-2,2019-05-14T12:55:26.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
132,ta1-trace-2,2019-05-14T13:06:07.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
133,ta1-trace-2,2019-05-14T12:53:04.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
134,ta1-trace-2,2019-05-14T13:03:51.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
135,ta1-trace-2,2019-05-14T13:04:04.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
136,ta1-trace-2,2019-05-14T12:36:04.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
137,ta1-trace-2,2019-05-14T12:38:55.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
138,ta1-trace-2,2019-05-14T12:32:52.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
139,ta1-trace-2,2019-05-14T13:03:24.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
140,ta1-trace-2,2019-05-14T13:03:17.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
141,ta1-trace-2,2019-05-14T12:31:59.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
142,ta1-trace-2,2019-05-14T12:42:53.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
143,ta1-trace-2,2019-05-14T12:57:18.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
144,ta1-trace-2,2019-05-14T13:02:29.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
145,ta1-trace-2,2019-05-14T13:02:50.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
146,ta1-trace-2,2019-05-14T13:04:59.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
147,ta1-trace-2,2019-05-14T12:33:49.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
148,ta1-trace-2,2019-05-14T13:02:23.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
149,ta1-trace-2,2019-05-14T13:00:37.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
150,ta1-trace-2,2019-05-14T13:02:32.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
151,ta1-trace-2,2019-05-14T12:57:33.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
152,ta1-trace-2,2019-05-14T12:44:49.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
153,ta1-trace-2,2019-05-14T13:00:31.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
154,ta1-trace-2,2019-05-14T12:57:26.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
155,ta1-trace-2,2019-05-14T13:08:57.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
156,ta1-trace-2,2019-05-14T13:01:58.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
157,ta1-trace-2,2019-05-14T13:02:08.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
158,ta1-trace-2,2019-05-14T13:03:52.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
159,ta1-trace-2,2019-05-14T12:57:41.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
160,ta1-trace-2,2019-05-14T13:03:07.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
161,ta1-trace-2,2019-05-14T13:03:28.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
162,ta1-trace-2,2019-05-14T12:58:18.000000000-04:00,sshd:DEF8FC47-7A9A-FBED-6B2A-08B2189BECCD,EXECUTE,sh,5.0,0.0
