,host,detection_timestamp,source,Intermediate_process,SYSCALL_2,Target,Count,threat_Score,certainity_Score
65,ta1-trace-2,2019-05-14T11:22:54.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
66,ta1-trace-2,2019-05-14T11:22:54.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
67,ta1-trace-2,2019-05-14T10:44:21.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
68,ta1-trace-2,2019-05-14T11:22:56.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
69,ta1-trace-2,2019-05-14T11:22:56.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
70,ta1-trace-2,2019-05-14T10:53:45.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
71,ta1-trace-2,2019-05-14T10:53:45.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
72,ta1-trace-2,2019-05-14T10:44:12.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
73,ta1-trace-2,2019-05-14T10:42:42.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
74,ta1-trace-2,2019-05-14T11:11:57.000000000-04:00,sshd,,EXECUTE,sshd,2.0,5.0,10.0
75,ta1-trace-2,2019-05-14T11:11:57.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
76,ta1-trace-2,2019-05-14T11:09:43.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
77,ta1-trace-2,2019-05-14T11:09:43.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
78,ta1-trace-2,2019-05-14T11:12:57.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
79,ta1-trace-2,2019-05-14T11:12:57.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
80,ta1-trace-2,2019-05-14T10:51:53.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
81,ta1-trace-2,2019-05-14T11:11:58.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
82,ta1-trace-2,2019-05-14T10:56:54.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
83,ta1-trace-2,2019-05-14T10:56:55.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
84,ta1-trace-2,2019-05-14T10:58:41.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
85,ta1-trace-2,2019-05-14T10:58:41.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
86,ta1-trace-2,2019-05-14T11:04:57.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
87,ta1-trace-2,2019-05-14T11:04:57.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
88,ta1-trace-2,2019-05-14T10:50:51.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
89,ta1-trace-2,2019-05-14T11:02:28.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
90,ta1-trace-2,2019-05-14T11:06:16.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
91,ta1-trace-2,2019-05-14T11:06:16.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
92,ta1-trace-2,2019-05-14T12:05:15.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
93,ta1-trace-2,2019-05-14T12:05:16.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
94,ta1-trace-2,2019-05-14T12:03:31.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
95,ta1-trace-2,2019-05-14T12:03:31.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
96,ta1-trace-2,2019-05-14T12:07:53.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
97,ta1-trace-2,2019-05-14T12:07:53.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
98,ta1-trace-2,2019-05-14T11:31:47.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
99,ta1-trace-2,2019-05-14T12:05:54.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
100,ta1-trace-2,2019-05-14T12:05:54.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
101,ta1-trace-2,2019-05-14T11:44:03.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
102,ta1-trace-2,2019-05-14T11:44:03.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
103,ta1-trace-2,2019-05-14T11:32:46.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
104,ta1-trace-2,2019-05-14T11:45:17.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
105,ta1-trace-2,2019-05-14T11:45:17.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
106,ta1-trace-2,2019-05-14T12:03:47.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
107,ta1-trace-2,2019-05-14T12:03:47.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
108,ta1-trace-2,2019-05-14T12:14:14.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
109,ta1-trace-2,2019-05-14T12:14:14.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
110,ta1-trace-2,2019-05-14T11:57:59.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
111,ta1-trace-2,2019-05-14T11:57:59.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
112,ta1-trace-2,2019-05-14T11:32:54.000000000-04:00,sshd,,EXECUTE,sshd,2.0,5.0,10.0
113,ta1-trace-2,2019-05-14T11:32:54.000000000-04:00,sshd,,EXECUTE,sh,2.0,5.0,10.0
114,ta1-trace-2,2019-05-14T12:04:43.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
115,ta1-trace-2,2019-05-14T12:04:44.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
116,ta1-trace-2,2019-05-14T12:23:38.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
117,ta1-trace-2,2019-05-14T12:23:38.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
118,ta1-trace-2,2019-05-14T11:34:22.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
119,ta1-trace-2,2019-05-14T11:34:23.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
120,ta1-trace-2,2019-05-14T12:03:46.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
121,ta1-trace-2,2019-05-14T12:03:46.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
122,ta1-trace-2,2019-05-14T11:56:51.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
123,ta1-trace-2,2019-05-14T11:56:51.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
124,ta1-trace-2,2019-05-14T12:05:26.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
125,ta1-trace-2,2019-05-14T12:05:26.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
126,ta1-trace-2,2019-05-14T12:05:30.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
127,ta1-trace-2,2019-05-14T12:05:31.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
128,ta1-trace-2,2019-05-14T11:44:17.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
129,ta1-trace-2,2019-05-14T11:44:18.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
130,ta1-trace-2,2019-05-14T12:17:47.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
131,ta1-trace-2,2019-05-14T12:17:47.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
132,ta1-trace-2,2019-05-14T12:07:58.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
133,ta1-trace-2,2019-05-14T12:07:58.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
134,ta1-trace-2,2019-05-14T12:16:33.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
135,ta1-trace-2,2019-05-14T12:16:33.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
136,ta1-trace-2,2019-05-14T11:39:24.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
137,ta1-trace-2,2019-05-14T11:39:24.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
138,ta1-trace-2,2019-05-14T11:43:09.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
139,ta1-trace-2,2019-05-14T11:43:10.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
140,ta1-trace-2,2019-05-14T11:58:22.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
141,ta1-trace-2,2019-05-14T11:58:23.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
142,ta1-trace-2,2019-05-14T12:05:41.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
143,ta1-trace-2,2019-05-14T12:05:41.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
144,ta1-trace-2,2019-05-14T12:03:26.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
145,ta1-trace-2,2019-05-14T12:03:26.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
146,ta1-trace-2,2019-05-14T12:04:16.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
147,ta1-trace-2,2019-05-14T12:04:16.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
148,ta1-trace-2,2019-05-14T12:09:40.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
149,ta1-trace-2,2019-05-14T12:09:40.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
150,ta1-trace-2,2019-05-14T12:23:41.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
151,ta1-trace-2,2019-05-14T12:23:41.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
152,ta1-trace-2,2019-05-14T12:06:00.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
153,ta1-trace-2,2019-05-14T12:06:00.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
154,ta1-trace-2,2019-05-14T11:32:42.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
155,ta1-trace-2,2019-05-14T11:30:58.000000000-04:00,sshd,,EXECUTE,sshd,2.0,5.0,10.0
156,ta1-trace-2,2019-05-14T12:09:49.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
157,ta1-trace-2,2019-05-14T12:09:49.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
158,ta1-trace-2,2019-05-14T12:24:02.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
159,ta1-trace-2,2019-05-14T12:24:02.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
160,ta1-trace-2,2019-05-14T11:31:38.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
161,ta1-trace-2,2019-05-14T11:31:31.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
162,ta1-trace-2,2019-05-14T11:36:01.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
163,ta1-trace-2,2019-05-14T11:36:01.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
164,ta1-trace-2,2019-05-14T11:53:43.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
165,ta1-trace-2,2019-05-14T11:53:44.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
166,ta1-trace-2,2019-05-14T11:55:47.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
167,ta1-trace-2,2019-05-14T11:55:47.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
168,ta1-trace-2,2019-05-14T11:37:25.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
169,ta1-trace-2,2019-05-14T11:37:25.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
170,ta1-trace-2,2019-05-14T12:03:59.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
171,ta1-trace-2,2019-05-14T12:04:00.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
172,ta1-trace-2,2019-05-14T11:37:34.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
173,ta1-trace-2,2019-05-14T11:37:34.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
174,ta1-trace-2,2019-05-14T12:19:13.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
175,ta1-trace-2,2019-05-14T12:19:13.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
176,ta1-trace-2,2019-05-14T12:06:02.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
177,ta1-trace-2,2019-05-14T12:06:03.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
178,ta1-trace-2,2019-05-14T11:41:47.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
179,ta1-trace-2,2019-05-14T11:41:47.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
180,ta1-trace-2,2019-05-14T12:04:54.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
181,ta1-trace-2,2019-05-14T12:04:54.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
182,ta1-trace-2,2019-05-14T12:04:33.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
183,ta1-trace-2,2019-05-14T12:04:33.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
184,ta1-trace-2,2019-05-14T12:07:56.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
185,ta1-trace-2,2019-05-14T12:07:56.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
186,ta1-trace-2,2019-05-14T11:52:40.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
187,ta1-trace-2,2019-05-14T11:52:41.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
188,ta1-trace-2,2019-05-14T11:28:23.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
189,ta1-trace-2,2019-05-14T11:39:22.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
190,ta1-trace-2,2019-05-14T11:39:22.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
191,ta1-trace-2,2019-05-14T12:07:52.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
192,ta1-trace-2,2019-05-14T12:07:52.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
193,ta1-trace-2,2019-05-14T12:04:14.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
194,ta1-trace-2,2019-05-14T12:04:14.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
195,ta1-trace-2,2019-05-14T12:25:22.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
196,ta1-trace-2,2019-05-14T12:25:22.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
197,ta1-trace-2,2019-05-14T12:07:29.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
198,ta1-trace-2,2019-05-14T12:07:29.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
199,ta1-trace-2,2019-05-14T12:03:57.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
200,ta1-trace-2,2019-05-14T12:03:57.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
201,ta1-trace-2,2019-05-14T12:02:19.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
202,ta1-trace-2,2019-05-14T12:02:19.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
203,ta1-trace-2,2019-05-14T11:32:52.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
204,ta1-trace-2,2019-05-14T11:32:53.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
205,ta1-trace-2,2019-05-14T12:07:19.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
206,ta1-trace-2,2019-05-14T12:07:19.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
207,ta1-trace-2,2019-05-14T12:04:04.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
208,ta1-trace-2,2019-05-14T12:04:05.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
209,ta1-trace-2,2019-05-14T11:41:34.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
210,ta1-trace-2,2019-05-14T11:41:34.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
211,ta1-trace-2,2019-05-14T11:54:50.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
212,ta1-trace-2,2019-05-14T11:54:51.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
213,ta1-trace-2,2019-05-14T12:03:42.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
214,ta1-trace-2,2019-05-14T12:03:42.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
215,ta1-trace-2,2019-05-14T12:31:59.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
216,ta1-trace-2,2019-05-14T12:48:30.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
217,ta1-trace-2,2019-05-14T12:58:19.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
218,ta1-trace-2,2019-05-14T12:58:19.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
219,ta1-trace-2,2019-05-14T12:32:52.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
220,ta1-trace-2,2019-05-14T13:01:06.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
221,ta1-trace-2,2019-05-14T13:01:07.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
222,ta1-trace-2,2019-05-14T12:33:49.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
223,ta1-trace-2,2019-05-14T12:55:26.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
224,ta1-trace-2,2019-05-14T13:02:29.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
225,ta1-trace-2,2019-05-14T13:02:29.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
226,ta1-trace-2,2019-05-14T13:01:56.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
227,ta1-trace-2,2019-05-14T13:01:56.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
228,ta1-trace-2,2019-05-14T12:58:36.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
229,ta1-trace-2,2019-05-14T12:58:36.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
230,ta1-trace-2,2019-05-14T12:57:33.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
231,ta1-trace-2,2019-05-14T12:57:33.000000000-04:00,sshd,,EXECUTE,sh,1.0,5.0,10.0
232,ta1-trace-2,2019-05-14T12:36:03.000000000-04:00,sshd,,EXECUTE,sshd,1.0,5.0,10.0
